source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[bait]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[elution conditions]	factor value[bait]	factor value[genotype]
P039_F04_IPO4	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	IPO4	IPO4 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2430_CZBMPI_P039F04_IPO4_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2430_CZBMPI_P039F04_IPO4_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	IPO4	IPO4 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_F05_LEMD2	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	LEMD2	LEMD2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2435_CZBMPI_P039F05_LEMD2_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2435_CZBMPI_P039F05_LEMD2_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	LEMD2	LEMD2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_F06_CTBP2	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CTBP2	CTBP2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2443_CZBMPI_P039F06_CTBP2_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2443_CZBMPI_P039F06_CTBP2_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	CTBP2	CTBP2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_F07_AKAP8L	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	AKAP8L	AKAP8L endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2451_CZBMPI_P039F07_AKAP8L_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2451_CZBMPI_P039F07_AKAP8L_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	AKAP8L	AKAP8L endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_F08_IPO4	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	IPO4	IPO4 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2459_CZBMPI_P039F08_IPO4_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2459_CZBMPI_P039F08_IPO4_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	IPO4	IPO4 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_F09_LEMD2	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	LEMD2	LEMD2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2473_CZBMPI_P039F09_LEMD2_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2473_CZBMPI_P039F09_LEMD2_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	LEMD2	LEMD2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_F10_CTBP2	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CTBP2	CTBP2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2474_CZBMPI_P039F10_CTBP2_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2474_CZBMPI_P039F10_CTBP2_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	CTBP2	CTBP2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_F11_AKAP8L	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	AKAP8L	AKAP8L endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2475_CZBMPI_P039F11_AKAP8L_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2475_CZBMPI_P039F11_AKAP8L_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	AKAP8L	AKAP8L endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_F12_IPO4	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	IPO4	IPO4 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2476_CZBMPI_P039F12_IPO4_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2476_CZBMPI_P039F12_IPO4_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	IPO4	IPO4 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G01_LEMD3	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	LEMD3	LEMD3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2407_CZBMPI_P039G01_LEMD3_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2407_CZBMPI_P039G01_LEMD3_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	LEMD3	LEMD3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G02_GORASP2	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	GORASP2	GORASP2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2415_CZBMPI_P039G02_GORASP2_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2415_CZBMPI_P039G02_GORASP2_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	GORASP2	GORASP2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G03_CKB	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CKB	CKB endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2423_CZBMPI_P039G03_CKB_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2423_CZBMPI_P039G03_CKB_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	CKB	CKB endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G04_CLTA	Homo sapiens	kidney	not available	76	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2431_CZBMPI_P039G04_CLTA_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2431_CZBMPI_P039G04_CLTA_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G05_LEMD3	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	LEMD3	LEMD3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2434_CZBMPI_P039G05_LEMD3_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2434_CZBMPI_P039G05_LEMD3_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	LEMD3	LEMD3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G06_GORASP2	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	GORASP2	GORASP2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2442_CZBMPI_P039G06_GORASP2_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2442_CZBMPI_P039G06_GORASP2_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	GORASP2	GORASP2 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G07_CKB	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CKB	CKB endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2450_CZBMPI_P039G07_CKB_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2450_CZBMPI_P039G07_CKB_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	CKB	CKB endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G08_CLTA	Homo sapiens	kidney	not available	77	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2458_CZBMPI_P039G08_CLTA_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2458_CZBMPI_P039G08_CLTA_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	CLTA	CLTA endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P039_G09_LEMD3	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	LEMD3	LEMD3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2469_CZBMPI_P039G09_LEMD3_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_2469_CZBMPI_P039G09_LEMD3_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P039	Evosep One, 60 samples per day method (21 min gradient)	LEMD3	LEMD3 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
