source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[sampling site]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[sample storage temperature]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[individual]	characteristics[depletion]	characteristics[spiked compound]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
Ri-1_singleshot_R3	Homo sapiens	blood	hematopoietic system	Peripheral blood	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	Ri-1	CVCL_1885	Ri-1	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	57Y	female	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	3	20120127_EXQ2_SaDe_SA_RIVA_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/RIVA(3)	2012-01-27	20120127_EXQ2_SaDe_SA_RIVA_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_RIVA_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/RIVA(3)	2012-01-27	20120127_EXQ2_SaDe_SA_RIVA_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
TMD8_singleshot_R1	Homo sapiens	bone marrow	hematopoietic system	Bone marrow	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	TMD8	CVCL_A442	TMD8	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	62Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	1	20120127_EXQ2_SaDe_SA_TMD8_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/TMD8(1)	2012-01-27	20120127_EXQ2_SaDe_SA_TMD8_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_TMD8_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/TMD8(1)	2012-01-27	20120127_EXQ2_SaDe_SA_TMD8_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
TMD8_singleshot_R2	Homo sapiens	bone marrow	hematopoietic system	Bone marrow	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	TMD8	CVCL_A442	TMD8	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	62Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	2	20120127_EXQ2_SaDe_SA_TMD8_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/TMD8(2)	2012-01-27	20120127_EXQ2_SaDe_SA_TMD8_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_TMD8_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/TMD8(2)	2012-01-27	20120127_EXQ2_SaDe_SA_TMD8_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
TMD8_singleshot_R3	Homo sapiens	bone marrow	hematopoietic system	Bone marrow	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	TMD8	CVCL_A442	TMD8	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	62Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	3	20120127_EXQ2_SaDe_SA_TMD8_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/TMD8(3)	2012-01-27	20120127_EXQ2_SaDe_SA_TMD8_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_TMD8_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/TMD8(3)	2012-01-27	20120127_EXQ2_SaDe_SA_TMD8_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
U-2932_singleshot_R1	Homo sapiens	ascitic fluid	hematopoietic system	Ascites	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	U-2932	CVCL_1896	U-2932	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	29Y	female	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	1	20120127_EXQ2_SaDe_SA_U2932_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/U2932(1)	2012-01-27	20120127_EXQ2_SaDe_SA_U2932_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_U2932_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/U2932(1)	2012-01-27	20120127_EXQ2_SaDe_SA_U2932_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
U-2932_singleshot_R2	Homo sapiens	ascitic fluid	hematopoietic system	Ascites	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	U-2932	CVCL_1896	U-2932	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	29Y	female	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	2	20120127_EXQ2_SaDe_SA_U2932_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/U2932(2)	2012-01-27	20120127_EXQ2_SaDe_SA_U2932_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_U2932_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/U2932(2)	2012-01-27	20120127_EXQ2_SaDe_SA_U2932_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
U-2932_singleshot_R3	Homo sapiens	ascitic fluid	hematopoietic system	Ascites	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	U-2932	CVCL_1896	U-2932	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	29Y	female	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	3	20120127_EXQ2_SaDe_SA_U2932_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/U2932(3)	2012-01-27	20120127_EXQ2_SaDe_SA_U2932_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_U2932_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/U2932(3)	2012-01-27	20120127_EXQ2_SaDe_SA_U2932_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
BJAB_singleshot_R1	Homo sapiens	inguinal part of abdomen	hematopoietic system	Groin	diffuse large B-cell lymphoma germinal center B-cell type	B cell	cell line	study sample	BJAB	CVCL_5711	BJAB	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	5Y	female	juvenile stage	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	1	20120130_EXQ2_SaDe_SA_BJAB_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/BJAB(1)	2012-01-30	20120130_EXQ2_SaDe_SA_BJAB_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma germinal center B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120130_EXQ2_SaDe_SA_BJAB_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/BJAB(1)	2012-01-30	20120130_EXQ2_SaDe_SA_BJAB_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
BJAB_singleshot_R2	Homo sapiens	inguinal part of abdomen	hematopoietic system	Groin	diffuse large B-cell lymphoma germinal center B-cell type	B cell	cell line	study sample	BJAB	CVCL_5711	BJAB	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	5Y	female	juvenile stage	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	2	20120130_EXQ2_SaDe_SA_BJAB_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/BJAB(2)	2012-01-30	20120130_EXQ2_SaDe_SA_BJAB_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma germinal center B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120130_EXQ2_SaDe_SA_BJAB_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/BJAB(2)	2012-01-30	20120130_EXQ2_SaDe_SA_BJAB_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
BJAB_singleshot_R3	Homo sapiens	inguinal part of abdomen	hematopoietic system	Groin	diffuse large B-cell lymphoma germinal center B-cell type	B cell	cell line	study sample	BJAB	CVCL_5711	BJAB	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	5Y	female	juvenile stage	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	3	20120130_EXQ2_SaDe_SA_BJAB_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/BJAB(3)	2012-01-30	20120130_EXQ2_SaDe_SA_BJAB_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma germinal center B-cell type
