source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[sampling time]	characteristics[material type]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[sampling time]	factor value[organism part]	factor value[enrichment process]
insoluble_5w_wt_ce_rep2	Mus musculus	cerebellum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	2	20141104_QEp3_FaHo_SA_ToPAG_inclusions_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T00:36:17	20141104_QEp3_FaHo_SA_ToPAG_inclusions_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_5w_wt_ce_rep3	Mus musculus	cerebellum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	3	20141104_QEp3_FaHo_SA_ToPAG_inclusions_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T04:55:16	20141104_QEp3_FaHo_SA_ToPAG_inclusions_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_5w_wt_ce_rep4	Mus musculus	cerebellum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	4	20141104_QEp3_FaHo_SA_ToPAG_inclusions_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T10:41:11	20141104_QEp3_FaHo_SA_ToPAG_inclusions_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_5w_wt_co_rep1	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-21T02:22:21	20141014_QEp7_FaHo_SA_ToPAG_inclusions_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_5w_wt_co_rep2	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	2	20141104_QEp3_FaHo_SA_ToPAG_inclusions_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T02:02:29	20141104_QEp3_FaHo_SA_ToPAG_inclusions_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_5w_wt_co_rep3	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	3	20141104_QEp3_FaHo_SA_ToPAG_inclusions_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T06:21:33	20141104_QEp3_FaHo_SA_ToPAG_inclusions_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_5w_wt_co_rep4	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	4	20141104_QEp3_FaHo_SA_ToPAG_inclusions_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T12:07:51	20141104_QEp3_FaHo_SA_ToPAG_inclusions_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_5w_wt_hc_rep1	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-21T03:42:00	20141014_QEp7_FaHo_SA_ToPAG_inclusions_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	hippocampal formation	enrichment of insoluble protein aggregates
insoluble_5w_wt_hc_rep2	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	2	20141104_QEp3_FaHo_SA_ToPAG_inclusions_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T03:29:01	20141104_QEp3_FaHo_SA_ToPAG_inclusions_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	hippocampal formation	enrichment of insoluble protein aggregates
insoluble_5w_wt_hc_rep3	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	3	20141104_QEp3_FaHo_SA_ToPAG_inclusions_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T07:47:53	20141104_QEp3_FaHo_SA_ToPAG_inclusions_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	hippocampal formation	enrichment of insoluble protein aggregates
insoluble_5w_wt_hc_rep4	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	4	20141014_QEp7_FaHo_SA_ToPAG_inclusions_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-22T18:14:26	20141014_QEp7_FaHo_SA_ToPAG_inclusions_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	hippocampal formation	enrichment of insoluble protein aggregates
insoluble_5w_wt_st_rep1	Mus musculus	striatum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-21T05:02:00	20141014_QEp7_FaHo_SA_ToPAG_inclusions_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	striatum	enrichment of insoluble protein aggregates
insoluble_5w_wt_st_rep2	Mus musculus	striatum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-21T19:39:40	20141014_QEp7_FaHo_SA_ToPAG_inclusions_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	striatum	enrichment of insoluble protein aggregates
insoluble_5w_wt_st_rep3	Mus musculus	striatum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	3	20141104_QEp3_FaHo_SA_ToPAG_inclusions_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T09:14:19	20141104_QEp3_FaHo_SA_ToPAG_inclusions_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	striatum	enrichment of insoluble protein aggregates
insoluble_5w_wt_st_rep4	Mus musculus	striatum	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	tissue	enrichment of insoluble protein aggregates	4	20141104_QEp3_FaHo_SA_ToPAG_inclusions_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-11-05T13:34:49	20141104_QEp3_FaHo_SA_ToPAG_inclusions_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	striatum	enrichment of insoluble protein aggregates
insoluble_8w_tg_ce_rep1	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T04:48:42	20141014_QEp7_FaHo_SA_ToPAG_inclusions_57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_8w_tg_ce_rep2	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T10:08:34	20141014_QEp7_FaHo_SA_ToPAG_inclusions_61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_8w_tg_ce_rep3	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	enrichment of insoluble protein aggregates	3	20141014_QEp7_FaHo_SA_ToPAG_inclusions_65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T15:28:18	20141014_QEp7_FaHo_SA_ToPAG_inclusions_65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_8w_tg_ce_rep4	Mus musculus	cerebellum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	enrichment of insoluble protein aggregates	4	20141014_QEp7_FaHo_SA_ToPAG_inclusions_69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T20:48:04	20141014_QEp7_FaHo_SA_ToPAG_inclusions_69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebellum	enrichment of insoluble protein aggregates
insoluble_8w_tg_co_rep1	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	enrichment of insoluble protein aggregates	1	20141014_QEp7_FaHo_SA_ToPAG_inclusions_58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T06:08:43	20141014_QEp7_FaHo_SA_ToPAG_inclusions_58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_8w_tg_co_rep2	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	enrichment of insoluble protein aggregates	2	20141014_QEp7_FaHo_SA_ToPAG_inclusions_62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T11:28:26	20141014_QEp7_FaHo_SA_ToPAG_inclusions_62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebral cortex	enrichment of insoluble protein aggregates
insoluble_8w_tg_co_rep3	Mus musculus	cerebral cortex	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	8 week	tissue	enrichment of insoluble protein aggregates	3	20141014_QEp7_FaHo_SA_ToPAG_inclusions_66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-10-17T16:48:14	20141014_QEp7_FaHo_SA_ToPAG_inclusions_66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	8 week	cerebral cortex	enrichment of insoluble protein aggregates
