source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[material type]	characteristics[treatment]	characteristics[treatment]	characteristics[sampling time]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[acquisition date]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[treatment]	factor value[sampling time]
secretome_C3_BSA_0-4h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	bovine serum albumin	12 week	4 hour	not applicable	not applicable	10	20160729_QEp6_NaKr_SA_secretome_C3noFA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C3noFA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	bovine serum albumin	4 hour
secretome_C3_BSA_4-8h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	bovine serum albumin	12 week	8 hour	not applicable	not applicable	10	20160729_QEp6_NaKr_SA_secretome_C3noFA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C3noFA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	bovine serum albumin	8 hour
secretome_C3_FA_0-4h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	fatty acid	12 week	4 hour	not applicable	not applicable	10	20160729_QEp6_NaKr_SA_secretome_C3FA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C3FA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	fatty acid	4 hour
secretome_C3_FA_4-8h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	fatty acid	12 week	8 hour	not applicable	not applicable	10	20160729_QEp6_NaKr_SA_secretome_C3FA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C3FA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	fatty acid	8 hour
secretome_C4_BSA_0-4h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	bovine serum albumin	12 week	4 hour	not applicable	not applicable	11	20160729_QEp6_NaKr_SA_secretome_C4noFA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C4noFA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	bovine serum albumin	4 hour
secretome_C4_BSA_4-8h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	bovine serum albumin	12 week	8 hour	not applicable	not applicable	11	20160729_QEp6_NaKr_SA_secretome_C4noFA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C4noFA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	bovine serum albumin	8 hour
secretome_C4_FA_0-4h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	fatty acid	12 week	4 hour	not applicable	not applicable	11	20160729_QEp6_NaKr_SA_secretome_C4FA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C4FA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	fatty acid	4 hour
secretome_C4_FA_4-8h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	fatty acid	12 week	8 hour	not applicable	not applicable	11	20160729_QEp6_NaKr_SA_secretome_C4FA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C4FA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	fatty acid	8 hour
secretome_H1_BSA_0-4h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	bovine serum albumin	12 week	4 hour	not applicable	not applicable	9	20160729_QEp6_NaKr_SA_secretome_H1noFA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H1noFA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	bovine serum albumin	4 hour
secretome_H1_BSA_4-8h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	bovine serum albumin	12 week	8 hour	not applicable	not applicable	9	20160729_QEp6_NaKr_SA_secretome_H1noFA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H1noFA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	bovine serum albumin	8 hour
secretome_H1_FA_0-4h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	fatty acid	12 week	4 hour	not applicable	not applicable	9	20160729_QEp6_NaKr_SA_secretome_H1FA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H1FA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	fatty acid	4 hour
secretome_H1_FA_4-8h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	fatty acid	12 week	8 hour	not applicable	not applicable	9	20160729_QEp6_NaKr_SA_secretome_H1FA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-08-01	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H1FA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	fatty acid	8 hour
secretome_H2_BSA_0-4h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	bovine serum albumin	12 week	4 hour	not applicable	not applicable	10	20160729_QEp6_NaKr_SA_secretome_H2noFA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H2noFA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	bovine serum albumin	4 hour
secretome_H2_BSA_4-8h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	bovine serum albumin	12 week	8 hour	not applicable	not applicable	10	20160729_QEp6_NaKr_SA_secretome_H2noFA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-08-01	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H2noFA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	bovine serum albumin	8 hour
secretome_H2_FA_0-4h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	fatty acid	12 week	4 hour	not applicable	not applicable	10	20160729_QEp6_NaKr_SA_secretome_H2FA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H2FA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	fatty acid	4 hour
secretome_H2_FA_4-8h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	fatty acid	12 week	8 hour	not applicable	not applicable	10	20160729_QEp6_NaKr_SA_secretome_H2FA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-08-01	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H2FA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	fatty acid	8 hour
secretome_H4_BSA_0-4h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	bovine serum albumin	12 week	4 hour	not applicable	not applicable	11	20160729_QEp6_NaKr_SA_secretome_H4noFA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H4noFA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	bovine serum albumin	4 hour
secretome_H4_BSA_4-8h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	bovine serum albumin	12 week	8 hour	not applicable	not applicable	11	20160729_QEp6_NaKr_SA_secretome_H4noFA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-08-01	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H4noFA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	bovine serum albumin	8 hour
secretome_H4_FA_0-4h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	fatty acid	12 week	4 hour	not applicable	not applicable	11	20160729_QEp6_NaKr_SA_secretome_H4FA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H4FA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	fatty acid	4 hour
secretome_H4_FA_4-8h	Mus musculus	liver	hepatocyte	fatty liver disease	adult	C57BL/6J	male	cell	high fat diet	fatty acid	12 week	8 hour	not applicable	not applicable	11	20160729_QEp6_NaKr_SA_secretome_H4FA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-08-01	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_H4FA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	fatty acid	8 hour
LD_1	Mus musculus	liver	not applicable	not available	adult	C57BL/6J	male	tissue	not available	not applicable	not available	not applicable	density gradient centrifugation	not applicable	1	20170214_QEp4_NaKr_SA_LD1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20170214_QEp4	2017-02-14	not applicable	1	1	20170214_QEp4_NaKr_SA_LD1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not available	not applicable	not applicable
